id_transacao,data,hora,tipo_sorvete,sabor,quantidade,valor_total,cidade,estado,canal_venda,promocao,id_cliente,data_venda,hora_parse,hora_venda,flag_sabor_nao_informado,flag_cidade_nao_informada,flag_data_invalida,flag_hora_invalida,flag_quantidade_invalida,flag_valor_total_nulo,flag_valor_total_invalido,flag_id_transacao_duplicado,flag_linha_duplicada,flag_tipo_sorvete_invalido,flag_sabor_invalido,flag_canal_venda_invalido,flag_estado_invalido,motivo_exclusao,registro_valido_powerbi,flag_outlier_valor_total,ano,mes,nome_mes,ano_mes,trimestre,dia_semana,dia_mes,faixa_horario,ticket_transacao,ticket_medio,valor_unitario_estimado,promocao_label,cliente_recorrente,qtd_transacoes_cliente
11,2025-03-24,18,Sundae,Menta,2,27.82,Pimenta Paulista,RN,Parceiro,False,CLI1682,2025-03-24,1900-01-01 18:00:00,18:00,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,3,Marco,2025-03,T1,Segunda,24,Noite,27.82,13.91,13.91,Sem Promocao,True,7
12,2025-02-21,18,Casquinha,Morango,3,20.4,Fonseca,SC,Loja Física,True,CLI7550,2025-02-21,1900-01-01 18:30:00,18:30,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,2,Fevereiro,2025-02,T1,Sexta,21,Noite,20.4,6.8,6.8,Com Promocao,True,5
13,2025-06-05,15,Milkshake,Chocolate,1,14.91,Barros Das Pedras,RS,App,False,CLI8266,2025-06-05,1900-01-01 15:45:00,15:45,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,6,Junho,2025-06,T2,Quinta,5,Tarde,14.91,14.91,14.91,Sem Promocao,True,6
14,2025-03-29,12,Picolé,Chocolate,3,24.76,Martins,BA,Loja Física,True,CLI6918,2025-03-29,1900-01-01 12:30:00,12:30,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,3,Marco,2025-03,T1,Sabado,29,Tarde,24.76,8.25,8.25,Com Promocao,True,8
15,2025-08-16,12,Pote,Açaí,4,51.48,Da Mota,PE,Loja Física,False,CLI9732,2025-08-16,1900-01-01 12:30:00,12:30,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,8,Agosto,2025-08,T3,Sabado,16,Tarde,51.48,12.87,12.87,Sem Promocao,True,6
16,2025-05-15,22,Milkshake,Caramelo,4,49.76,Santos,PE,Parceiro,True,CLI2030,2025-05-15,1900-01-01 22:00:00,22:00,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,5,Maio,2025-05,T2,Quinta,15,Noite,49.76,12.44,12.44,Com Promocao,True,5
17,2025-04-06,10,Casquinha,Morango,3,15.28,Macedo,DF,Loja Física,True,CLI1518,2025-04-06,1900-01-01 10:15:00,10:15,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,4,Abril,2025-04,T2,Domingo,6,Manha,15.28,5.09,5.09,Com Promocao,True,9
18,2025-08-07,11,Picolé,Baunilha,4,44.76,Das Neves Da Praia,SC,Parceiro,False,CLI5674,2025-08-07,1900-01-01 11:45:00,11:45,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,8,Agosto,2025-08,T3,Quinta,7,Manha,44.76,11.19,11.19,Sem Promocao,True,13
19,2025-04-11,19,Sundae,Baunilha,1,5.05,Silva,SP,App,False,CLI9201,2025-04-11,1900-01-01 19:15:00,19:15,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,4,Abril,2025-04,T2,Sexta,11,Noite,5.05,5.05,5.05,Sem Promocao,True,6
20,2025-06-25,16,Pote,Menta,3,28.19,Aparecida Dos Dourados,AM,App,True,CLI4408,2025-06-25,1900-01-01 16:30:00,16:30,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,6,Junho,2025-06,T2,Quarta,25,Tarde,28.19,9.4,9.4,Com Promocao,True,10
21,2025-04-11,9,Sundae,Chocolate,4,27.76,Aragão Da Mata,PB,Parceiro,False,CLI6862,2025-04-11,1900-01-01 09:45:00,09:45,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,4,Abril,2025-04,T2,Sexta,11,Manha,27.76,6.94,6.94,Sem Promocao,True,9
22,2025-06-11,21,Pote,Menta,1,5.47,Aragão De Borges,RN,App,True,CLI9558,2025-06-11,1900-01-01 21:00:00,21:00,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,6,Junho,2025-06,T2,Quarta,11,Noite,5.47,5.47,5.47,Com Promocao,True,12
23,2025-06-29,18,Milkshake,Morango,2,19.48,Da Conceição,MG,Loja Física,True,CLI8080,2025-06-29,1900-01-01 18:00:00,18:00,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,6,Junho,2025-06,T2,Domingo,29,Noite,19.48,9.74,9.74,Com Promocao,True,8
24,2025-05-06,19,Picolé,Baunilha,2,10.5,Borges Da Mata,MG,App,True,CLI9370,2025-05-06,1900-01-01 19:45:00,19:45,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,5,Maio,2025-05,T2,Terca,6,Noite,10.5,5.25,5.25,Com Promocao,True,4
25,2025-06-08,16,Milkshake,Morango,0,0.0,Cunha De Freitas,BA,App,False,CLI8077,2025-06-08,1900-01-01 16:30:00,16:30,False,False,False,False,True,False,True,False,False,False,False,False,False,quantidade_nao_positiva_ou_nula;valor_total_nao_positivo,False,False,2025,6,Junho,2025-06,T2,Domingo,8,Tarde,0.0,,,Sem Promocao,True,8
26,2025-03-21,16,Casquinha,Açaí,0,0.0,Novais Das Pedras,RR,App,True,CLI4381,2025-03-21,1900-01-01 16:15:00,16:15,False,False,False,False,True,False,True,False,False,False,False,False,False,quantidade_nao_positiva_ou_nula;valor_total_nao_positivo,False,False,2025,3,Marco,2025-03,T1,Sexta,21,Tarde,0.0,,,Com Promocao,True,9
27,2025-07-17,11,Pote,Chocolate,5,49.99,Gomes,AP,App,True,CLI5740,2025-07-17,1900-01-01 11:15:00,11:15,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,7,Julho,2025-07,T3,Quinta,17,Manha,49.99,10.0,10.0,Com Promocao,True,3
28,2025-07-14,14,Picolé,Morango,5,57.05,Cardoso De Goiás,SP,App,False,CLI6575,2025-07-14,1900-01-01 14:00:00,14:00,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,7,Julho,2025-07,T3,Segunda,14,Tarde,57.05,11.41,11.41,Sem Promocao,True,7
29,2025-03-13,17,Picolé,Açaí,3,30.78,Nogueira,RR,Parceiro,False,CLI2348,2025-03-13,1900-01-01 17:45:00,17:45,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,3,Marco,2025-03,T1,Quinta,13,Tarde,30.78,10.26,10.26,Sem Promocao,True,6
30,2025-06-13,9,Pote,Morango,4,23.68,Sousa,CE,App,False,CLI6340,2025-06-13,1900-01-01 09:15:00,09:15,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,6,Junho,2025-06,T2,Sexta,13,Manha,23.68,5.92,5.92,Sem Promocao,True,7
31,2025-02-22,8,Milkshake,Cookies,5,40.75,Campinas,RO,App,False,CLI6309,2025-02-22,1900-01-01 08:45:00,08:45,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,2,Fevereiro,2025-02,T1,Sabado,22,Manha,40.75,8.15,8.15,Sem Promocao,True,5
32,2025-07-11,21,Picolé,Baunilha,1,6.37,Cardoso De Moreira,MS,Loja Física,True,CLI5857,2025-07-11,1900-01-01 21:15:00,21:15,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,7,Julho,2025-07,T3,Sexta,11,Noite,6.37,6.37,6.37,Com Promocao,True,4
33,2025-08-31,22,Picolé,Baunilha,2,20.34,Pires Do Campo,AL,Loja Física,False,CLI4913,2025-08-31,1900-01-01 22:15:00,22:15,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,8,Agosto,2025-08,T3,Domingo,31,Noite,20.34,10.17,10.17,Sem Promocao,True,4
34,2025-03-02,12,Picolé,Cookies,1,8.01,Monteiro De Goiás,MT,Loja Física,True,CLI5267,2025-03-02,1900-01-01 12:30:00,12:30,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,3,Marco,2025-03,T1,Domingo,2,Tarde,8.01,8.01,8.01,Com Promocao,True,6
35,2025-06-20,13,Sundae,Limão,4,34.2,Da Rocha De Campos,AC,Loja Física,False,CLI9825,2025-06-20,1900-01-01 13:30:00,13:30,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,6,Junho,2025-06,T2,Sexta,20,Tarde,34.2,8.55,8.55,Sem Promocao,True,3
36,2025-03-04,11,Sundae,Menta,2,15.9,Teixeira,MT,Loja Física,True,CLI5262,2025-03-04,1900-01-01 11:30:00,11:30,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,3,Marco,2025-03,T1,Terca,4,Manha,15.9,7.95,7.95,Com Promocao,True,3
37,2025-08-15,9,Milkshake,Cookies,3,39.08,Sampaio De Santos,MT,App,True,CLI6293,2025-08-15,1900-01-01 09:30:00,09:30,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,8,Agosto,2025-08,T3,Sexta,15,Manha,39.08,13.03,13.03,Com Promocao,True,4
38,2025-04-08,15,Pote,Limão,3,26.43,Rezende,RO,Parceiro,False,CLI7520,2025-04-08,1900-01-01 15:45:00,15:45,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,4,Abril,2025-04,T2,Terca,8,Tarde,26.43,8.81,8.81,Sem Promocao,True,6
39,2025-06-01,14,Milkshake,Morango,2,12.02,Gomes De Cavalcanti,PE,App,False,CLI3479,2025-06-01,1900-01-01 14:45:00,14:45,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,6,Junho,2025-06,T2,Domingo,1,Tarde,12.02,6.01,6.01,Sem Promocao,True,5
40,2025-03-13,11,Milkshake,Menta,6,37.17,Campinas,MT,Parceiro,True,CLI4475,2025-03-13,1900-01-01 11:30:00,11:30,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,3,Marco,2025-03,T1,Quinta,13,Manha,37.17,6.2,6.2,Com Promocao,True,3
41,2025-06-28,12,Milkshake,Morango,-1,-9.78,Cirino Das Flores,RS,App,True,CLI8320,2025-06-28,1900-01-01 12:45:00,12:45,False,False,False,False,True,False,True,False,False,False,False,False,False,quantidade_nao_positiva_ou_nula;valor_total_nao_positivo,False,False,2025,6,Junho,2025-06,T2,Sabado,28,Tarde,-9.78,9.78,9.78,Com Promocao,True,4
42,2025-08-06,20,Milkshake,Baunilha,2,8.51,Carvalho,PA,App,True,CLI1960,2025-08-06,1900-01-01 20:00:00,20:00,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,8,Agosto,2025-08,T3,Quarta,6,Noite,8.51,4.26,4.26,Com Promocao,True,6
43,2025-05-11,18,Milkshake,Caramelo,5,30.3,Teixeira,MA,Loja Física,False,CLI4258,2025-05-11,1900-01-01 18:45:00,18:45,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,5,Maio,2025-05,T2,Domingo,11,Noite,30.3,6.06,6.06,Sem Promocao,True,9
44,2025-05-31,14,Picolé,Limão,3,22.17,Da Rosa,RN,Parceiro,False,CLI9596,2025-05-31,1900-01-01 14:15:00,14:15,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,5,Maio,2025-05,T2,Sabado,31,Tarde,22.17,7.39,7.39,Sem Promocao,True,11
45,2025-02-21,14,Picolé,Limão,2,19.76,Casa Grande,GO,Parceiro,True,CLI6998,2025-02-21,1900-01-01 14:15:00,14:15,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,2,Fevereiro,2025-02,T1,Sexta,21,Tarde,19.76,9.88,9.88,Com Promocao,True,7
46,2025-08-19,14,Sundae,Morango,5,39.14,Costa Do Norte,SP,App,True,CLI7370,2025-08-19,1900-01-01 14:15:00,14:15,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,8,Agosto,2025-08,T3,Terca,19,Tarde,39.14,7.83,7.83,Com Promocao,True,8
47,2025-07-11,9,Pote,Chocolate,5,52.7,Rocha De Silva,MA,Parceiro,True,CLI6707,2025-07-11,1900-01-01 09:15:00,09:15,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,7,Julho,2025-07,T3,Sexta,11,Manha,52.7,10.54,10.54,Com Promocao,True,7
48,2025-07-26,16,Picolé,Cookies,4,32.74,Guerra,ES,Parceiro,True,CLI3398,2025-07-26,1900-01-01 16:45:00,16:45,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,7,Julho,2025-07,T3,Sabado,26,Tarde,32.74,8.18,8.18,Com Promocao,True,4
49,2025-04-21,8,Milkshake,Baunilha,5,40.38,Campinas,AP,Loja Física,True,CLI9491,2025-04-21,1900-01-01 08:30:00,08:30,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,4,Abril,2025-04,T2,Segunda,21,Manha,40.38,8.08,8.08,Com Promocao,True,7
50,2025-04-12,14,Milkshake,Limão,1,7.5,Jesus De Minas,MT,Loja Física,False,CLI3644,2025-04-12,1900-01-01 14:15:00,14:15,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,4,Abril,2025-04,T2,Sabado,12,Tarde,7.5,7.5,7.5,Sem Promocao,True,10
51,2025-08-12,20,Picolé,Baunilha,3,25.38,Vargas,BA,App,False,CLI9456,2025-08-12,1900-01-01 20:00:00,20:00,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,8,Agosto,2025-08,T3,Terca,12,Noite,25.38,8.46,8.46,Sem Promocao,True,3
52,2025-07-05,14,Milkshake,Menta,6,37.86,Campinas,SE,Parceiro,False,CLI8317,2025-07-05,1900-01-01 14:30:00,14:30,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,7,Julho,2025-07,T3,Sabado,5,Tarde,37.86,6.31,6.31,Sem Promocao,True,5
53,2025-05-20,20,Pote,Morango,2,13.64,Cassiano,PR,Parceiro,True,CLI7133,2025-05-20,1900-01-01 20:45:00,20:45,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,5,Maio,2025-05,T2,Terca,20,Noite,13.64,6.82,6.82,Com Promocao,True,9
54,2025-03-19,18,Picolé,Chocolate,5,46.0,Sá Da Praia,AL,App,False,CLI4042,2025-03-19,1900-01-01 18:30:00,18:30,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,3,Marco,2025-03,T1,Quarta,19,Noite,46.0,9.2,9.2,Sem Promocao,True,8
55,2025-08-24,19,Milkshake,Chocolate,5,71.1,Da Mata Da Praia,PR,Loja Física,False,CLI3695,2025-08-24,1900-01-01 19:45:00,19:45,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,8,Agosto,2025-08,T3,Domingo,24,Noite,71.1,14.22,14.22,Sem Promocao,True,6
56,2025-07-24,12,Milkshake,Baunilha,5,60.34,Lopes,PA,Loja Física,True,CLI4777,2025-07-24,1900-01-01 12:15:00,12:15,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,7,Julho,2025-07,T3,Quinta,24,Tarde,60.34,12.07,12.07,Com Promocao,True,11
57,2025-06-26,21,Sundae,Açaí,5,36.3,Aparecida,SC,Loja Física,False,CLI9099,2025-06-26,1900-01-01 21:15:00,21:15,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,6,Junho,2025-06,T2,Quinta,26,Noite,36.3,7.26,7.26,Sem Promocao,True,9
58,2025-07-11,12,Casquinha,Morango,2,11.53,Andrade Do Norte,MS,Parceiro,True,CLI2793,2025-07-11,1900-01-01 12:15:00,12:15,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,7,Julho,2025-07,T3,Sexta,11,Tarde,11.53,5.76,5.76,Com Promocao,True,5
59,2025-04-07,20,Picolé,Limão,3,20.22,Da Costa Da Prata,ES,Loja Física,False,CLI8959,2025-04-07,1900-01-01 20:00:00,20:00,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,4,Abril,2025-04,T2,Segunda,7,Noite,20.22,6.74,6.74,Sem Promocao,True,5
60,2025-04-06,22,Sundae,Açaí,3,38.79,Silveira De Camargo,MT,Loja Física,True,CLI1435,2025-04-06,1900-01-01 22:15:00,22:15,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,4,Abril,2025-04,T2,Domingo,6,Noite,38.79,12.93,12.93,Com Promocao,True,6
61,2025-03-17,10,Pote,Limão,4,33.84,Cavalcanti De Porto,AC,Parceiro,False,CLI2764,2025-03-17,1900-01-01 10:00:00,10:00,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,3,Marco,2025-03,T1,Segunda,17,Manha,33.84,8.46,8.46,Sem Promocao,True,4
62,2025-04-30,13,Casquinha,Açaí,1,10.22,Sales,AM,Loja Física,True,CLI7187,2025-04-30,1900-01-01 13:30:00,13:30,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,4,Abril,2025-04,T2,Quarta,30,Tarde,10.22,10.22,10.22,Com Promocao,True,4
63,2025-03-19,18,Pote,Caramelo,5,42.79,Peixoto,AM,App,True,CLI9347,2025-03-19,1900-01-01 18:30:00,18:30,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,3,Marco,2025-03,T1,Quarta,19,Noite,42.79,8.56,8.56,Com Promocao,True,3
64,2025-06-09,16,Pote,Menta,5,57.9,Da Rocha Paulista,RR,Parceiro,False,CLI7760,2025-06-09,1900-01-01 16:15:00,16:15,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,6,Junho,2025-06,T2,Segunda,9,Tarde,57.9,11.58,11.58,Sem Promocao,True,7
65,2025-06-05,9,Pote,Menta,1,6.44,Cunha,AM,App,True,CLI7383,2025-06-05,1900-01-01 09:15:00,09:15,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,6,Junho,2025-06,T2,Quinta,5,Manha,6.44,6.44,6.44,Com Promocao,True,3
66,2025-05-22,16,Casquinha,Baunilha,5,54.4,Mendonça Grande,PI,Parceiro,False,CLI1027,2025-05-22,1900-01-01 16:00:00,16:00,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,5,Maio,2025-05,T2,Quinta,22,Tarde,54.4,10.88,10.88,Sem Promocao,True,11
67,2025-05-27,12,Pote,Baunilha,2,18.66,Montenegro,PR,App,False,CLI3695,2025-05-27,1900-01-01 12:00:00,12:00,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,5,Maio,2025-05,T2,Terca,27,Tarde,18.66,9.33,9.33,Sem Promocao,True,6
68,2025-03-17,10,Milkshake,Açaí,2,19.74,Andrade,MA,Parceiro,False,CLI8182,2025-03-17,1900-01-01 10:30:00,10:30,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,3,Marco,2025-03,T1,Segunda,17,Manha,19.74,9.87,9.87,Sem Promocao,True,2
69,2025-08-12,22,Picolé,Menta,3,22.56,Cirino Verde,PE,Loja Física,False,CLI8420,2025-08-12,1900-01-01 22:15:00,22:15,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,8,Agosto,2025-08,T3,Terca,12,Noite,22.56,7.52,7.52,Sem Promocao,True,6
70,2025-05-05,17,Picolé,Chocolate,5,34.0,Oliveira Grande,GO,Loja Física,False,CLI1619,2025-05-05,1900-01-01 17:30:00,17:30,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,5,Maio,2025-05,T2,Segunda,5,Tarde,34.0,6.8,6.8,Sem Promocao,True,7
71,2025-05-06,17,Casquinha,Menta,1,8.22,Sousa Do Campo,AP,Loja Física,False,CLI4873,2025-05-06,1900-01-01 17:45:00,17:45,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,5,Maio,2025-05,T2,Terca,6,Tarde,8.22,8.22,8.22,Sem Promocao,True,7
72,2025-05-26,8,Milkshake,Açaí,4,16.64,Marques,RN,App,True,CLI8639,2025-05-26,1900-01-01 08:15:00,08:15,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,5,Maio,2025-05,T2,Segunda,26,Manha,16.64,4.16,4.16,Com Promocao,True,10
73,2025-08-11,13,Pote,Açaí,1,8.08,Rios Do Norte,TO,App,False,CLI5046,2025-08-11,1900-01-01 13:00:00,13:00,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,8,Agosto,2025-08,T3,Segunda,11,Tarde,8.08,8.08,8.08,Sem Promocao,True,8
74,2025-08-18,18,Pote,Chocolate,3,29.55,Pacheco,GO,Loja Física,True,CLI8186,2025-08-18,1900-01-01 18:00:00,18:00,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,8,Agosto,2025-08,T3,Segunda,18,Noite,29.55,9.85,9.85,Com Promocao,True,5
75,2025-03-06,10,Sundae,Caramelo,5,39.27,Da Conceição,GO,App,True,CLI8287,2025-03-06,1900-01-01 10:15:00,10:15,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,3,Marco,2025-03,T1,Quinta,6,Manha,39.27,7.85,7.85,Com Promocao,True,7
76,2025-05-16,13,Milkshake,Limão,3,13.96,Cavalcante Da Prata,MG,App,True,CLI3404,2025-05-16,1900-01-01 13:00:00,13:00,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,5,Maio,2025-05,T2,Sexta,16,Tarde,13.96,4.65,4.65,Com Promocao,True,7
77,2025-07-24,17,Casquinha,Cookies,5,64.25,Silva Grande,DF,Loja Física,True,CLI4628,2025-07-24,1900-01-01 17:15:00,17:15,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,7,Julho,2025-07,T3,Quinta,24,Tarde,64.25,12.85,12.85,Com Promocao,True,6
78,2025-03-05,13,Milkshake,Baunilha,3,30.54,Alves,SC,Parceiro,False,CLI9526,2025-03-05,1900-01-01 13:15:00,13:15,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,3,Marco,2025-03,T1,Quarta,5,Tarde,30.54,10.18,10.18,Sem Promocao,True,4
79,2025-04-17,11,Sundae,Limão,1,7.35,Jesus,AL,App,False,CLI4571,2025-04-17,1900-01-01 11:30:00,11:30,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,4,Abril,2025-04,T2,Quinta,17,Manha,7.35,7.35,7.35,Sem Promocao,True,10
80,2025-03-19,11,Milkshake,Açaí,5,55.3,Teixeira De Nascimento,PR,Parceiro,False,CLI1814,2025-03-19,1900-01-01 11:15:00,11:15,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,3,Marco,2025-03,T1,Quarta,19,Manha,55.3,11.06,11.06,Sem Promocao,True,5
81,2025-07-14,11,Milkshake,Caramelo,3,37.47,Campinas,MA,Parceiro,False,CLI9559,2025-07-14,1900-01-01 11:00:00,11:00,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,7,Julho,2025-07,T3,Segunda,14,Manha,37.47,12.49,12.49,Sem Promocao,True,5
82,2025-03-21,16,Pote,Limão,3,29.07,Azevedo De Gonçalves,SP,Parceiro,True,CLI7648,2025-03-21,1900-01-01 16:45:00,16:45,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,3,Marco,2025-03,T1,Sexta,21,Tarde,29.07,9.69,9.69,Com Promocao,True,4
83,2025-02-28,15,Sundae,Caramelo,2,23.98,Abreu Grande,SE,Parceiro,False,CLI4232,2025-02-28,1900-01-01 15:30:00,15:30,False,False,False,False,False,False,False,False,False,False,False,False,False,,True,False,2025,2,Fevereiro,2025-02,T1,Sexta,28,Tarde,23.98,11.99,11.99,Sem Promocao,True,11
